Year,Age,Sex,Weight,Count
1983,11,Female,28,26.7
1983,11,Female,29,31.9
1983,11,Female,30,45.2
1983,11,Female,31,49.4
1983,11,Female,32,52.9
1983,11,Female,33,57
1983,11,Female,34,62.5
1983,11,Female,35,64.7
1983,11,Female,36,59.1
1983,11,Female,37,57.8
1983,11,Female,38,54.5
1983,11,Female,39,46.6
1983,11,Female,40,47.9
1983,11,Female,41,44
1983,11,Female,42,40.6
1983,11,Female,43,32.2
1983,11,Female,44,27.9
1983,11,Female,45,25.7
1983,11,Female,46,23.4
1983,11,Female,47,19.9
1983,11,Female,48,15.8
1983,11,Female,49,13.2
1983,11,Female,50,11.5
1983,11,Female,51,7.9
1983,11,Female,52,7
1983,11,Female,53,6.8
1983,11,Female,54,4.6
1983,11,Female,55,5
1983,11,Female,56,4.1
1983,11,Female,57,2.9
1983,11,Female,58,2
1983,11,Female,59,1.7
1983,11,Female,60,1.6
1983,11,Female,61,1.7
1983,11,Female,62,0.3
1983,11,Female,63,0.7
1983,11,Female,64,0.8
1983,11,Female,65,0.7
1983,11,Female,66,0.4
1983,11,Female,67,0.2
1983,11,Female,68,0.6
1983,11,Female,69,0.1
1983,11,Female,70,0.2
1983,11,Female,71,0.3
1983,11,Female,72,0
1983,11,Female,73,0
1983,11,Female,74,0
1983,11,Female,75,0
1983,11,Female,76,0.1
1983,11,Female,77,0
1983,11,Female,78,0
1983,11,Female,79,0
1983,11,Female,80,0
1983,11,Female,81,0
1983,11,Female,82,0
1983,11,Female,83,0
1983,11,Female,84,0
1983,11,Female,85,0
1983,11,Female,86,0.2
1983,11,Female,87,0
1983,11,Female,88,0
1983,11,Female,89,0
1983,11,Female,90,0
1983,11,Female,91,0
1983,11,Female,92,0
1983,11,Female,93,0
1983,11,Female,94,0
1983,11,Female,95,0
1983,11,Female,96,0
1983,11,Female,97,0
1983,11,Female,98,0
1983,11,Female,99,0
1983,11,Female,100,0
1983,11,Female,101,0
1983,11,Female,102,0
1983,11,Female,103,0
1983,11,Female,104,0
1983,11,Female,105,0
1983,11,Female,106,0
1983,11,Female,107,0
1983,11,Female,108,0
1983,11,Female,109,0
1983,11,Female,110,0
1983,11,Female,111,0
1983,11,Female,112,0
1983,11,Female,113,0
1983,11,Female,114,0
1983,11,Female,115,0
1983,11,Female,116,0
1983,11,Female,117,0
1983,11,Female,118,0
1983,11,Female,119,0
1983,11,Female,120,0
1983,11,Female,121,0
1983,11,Female,122,0
1983,11,Female,123,0
1983,11,Female,124,0
1983,11,Female,125,0
1983,11,Female,11,0
1983,11,Male,12,0
1983,11,Male,13,0
1983,11,Male,14,0
1983,11,Male,15,0
1983,11,Male,16,0
1983,11,Male,17,0
1983,11,Male,18,0
1983,11,Male,19,0
1983,11,Male,20,0.1
1983,11,Male,21,0.1
1983,11,Male,22,0.2
1983,11,Male,23,1.7
1983,11,Male,24,2.6
1983,11,Male,25,7.8
1983,11,Male,26,12.1
1983,11,Male,27,25.7
1983,11,Male,28,32.9
1983,11,Male,29,45.3
1983,11,Male,30,57.5
1983,11,Male,31,68.3
1983,11,Male,32,72.1
1983,11,Male,33,70.2
1983,11,Male,34,71.9
1983,11,Male,35,65.3
1983,11,Male,36,61.5
1983,11,Male,37,55.3
1983,11,Male,38,47.6
1983,11,Male,39,39.5
1983,11,Male,40,35.9
1983,11,Male,41,26.8
1983,11,Male,42,30.6
1983,11,Male,43,22.3
1983,11,Male,44,19.3
1983,11,Male,45,19.7
1983,11,Male,46,13.9
1983,11,Male,47,13.5
1983,11,Male,48,10.3
1983,11,Male,49,9.9
1983,11,Male,50,8.3
1983,11,Male,51,8.1
1983,11,Male,52,5.9
1983,11,Male,53,6.3
1983,11,Male,54,5.1
1983,11,Male,55,3.3
1983,11,Male,56,3.6
1983,11,Male,57,2.5
1983,11,Male,58,2.8
1983,11,Male,59,1.8
1983,11,Male,60,1.7
1983,11,Male,61,2.2
1983,11,Male,62,1.2
1983,11,Male,63,1
1983,11,Male,64,1
1983,11,Male,65,1.3
1983,11,Male,66,0.4
1983,11,Male,67,0.9
1983,11,Male,68,0.5
1983,11,Male,69,0.3
1983,11,Male,70,0.2
1983,11,Male,71,0.2
1983,11,Male,72,0.2
1983,11,Male,73,0.2
1983,11,Male,74,0.4
1983,11,Male,75,0
1983,11,Male,76,0.2
1983,11,Male,77,0.1
1983,11,Male,78,0
1983,11,Male,79,0
1983,11,Male,80,0.2
1983,11,Male,81,0.1
1983,11,Male,82,0
1983,11,Male,83,0.1
1983,11,Male,84,0
1983,11,Male,85,0.2
1983,11,Male,86,0
1983,11,Male,87,0
1983,11,Male,88,0
1983,11,Male,89,0
1983,11,Male,90,0
1983,11,Male,91,0
1983,11,Male,92,0
1983,11,Male,93,0
1983,11,Male,94,0
1983,11,Male,95,0
1983,11,Male,96,0
1983,11,Male,97,0
1983,11,Male,98,0
1983,11,Male,99,0
1983,11,Male,100,0
1983,11,Male,101,0
1983,11,Male,102,0
1983,11,Male,103,0
1983,11,Male,104,0
1983,11,Male,105,0
1983,11,Male,106,0
1983,11,Male,107,0
1983,11,Male,108,0
1983,11,Male,109,0
1983,11,Male,110,0
1983,11,Male,111,0
1983,11,Male,112,0
1983,11,Male,113,0
1983,11,Male,114,0
1983,11,Male,115,0
1983,11,Male,116,0
1983,11,Male,117,0
1983,11,Male,118,0
1983,11,Male,119,0
1983,11,Male,120,0
1983,11,Male,121,0
1983,11,Male,122,0
1983,11,Male,123,0
1983,11,Male,124,0
1983,11,Male,125,0
1983,11,Male,11,0
1983,12,Female,12,0
1983,12,Female,13,0
1983,12,Female,14,0
1983,12,Female,15,0
1983,12,Female,16,0
1983,12,Female,17,0
1983,12,Female,18,0
1983,12,Female,19,0
1983,12,Female,20,0.1
1983,12,Female,21,0.1
1983,12,Female,22,0.1
1983,12,Female,23,0.1
1983,12,Female,24,0.8
1983,12,Female,25,0.7
1983,12,Female,26,1.7
1983,12,Female,27,3.3
1983,12,Female,28,4.4
1983,12,Female,29,7.3
1983,12,Female,30,13
1983,12,Female,31,15.5
1983,12,Female,32,20.1
1983,12,Female,33,24.7
1983,12,Female,34,29.9
1983,12,Female,35,40.1
1983,12,Female,36,42.5
1983,12,Female,37,47
1983,12,Female,38,50.9
1983,12,Female,39,53.1
1983,12,Female,40,60.1
1983,12,Female,41,58.2
1983,12,Female,42,58.2
1983,12,Female,43,52.9
1983,12,Female,44,53.4
1983,12,Female,45,53.4
1983,12,Female,46,43.4
1983,12,Female,47,39.5
1983,12,Female,48,36.9
1983,12,Female,49,31.6
1983,12,Female,50,26.7
1983,12,Female,51,22.8
1983,12,Female,52,18.3
1983,12,Female,53,14.8
1983,12,Female,54,12.1
1983,12,Female,55,10.7
1983,12,Female,56,8.8
1983,12,Female,57,6.8
1983,12,Female,58,5.1
1983,12,Female,59,4.9
1983,12,Female,60,5.2
1983,12,Female,61,3.4
1983,12,Female,62,3.2
1983,12,Female,63,1.5
1983,12,Female,64,1.7
1983,12,Female,65,2.1
1983,12,Female,66,1.4
1983,12,Female,67,1.1
1983,12,Female,68,0.9
1983,12,Female,69,0.8
1983,12,Female,70,0.6
1983,12,Female,71,0.9
1983,12,Female,72,0.3
1983,12,Female,73,0.5
1983,12,Female,74,0.3
1983,12,Female,75,0.3
1983,12,Female,76,0.4
1983,12,Female,77,0.3
1983,12,Female,78,0.4
1983,12,Female,79,0.2
1983,12,Female,80,0.1
1983,12,Female,81,0.1
1983,12,Female,82,0.2
1983,12,Female,83,0.2
1983,12,Female,84,0.1
1983,12,Female,85,0
1983,12,Female,86,0.1
1983,12,Female,87,0
1983,12,Female,88,0
1983,12,Female,89,0.1
1983,12,Female,90,0
1983,12,Female,91,0
1983,12,Female,92,0
1983,12,Female,93,0
1983,12,Female,94,0
1983,12,Female,95,0
1983,12,Female,96,0
1983,12,Female,97,0
1983,12,Female,98,0
1983,12,Female,99,0
1983,12,Female,100,0
1983,12,Female,101,0
1983,12,Female,102,0
1983,12,Female,103,0
1983,12,Female,104,0
1983,12,Female,105,0
1983,12,Female,106,0
1983,12,Female,107,0
1983,12,Female,108,0
1983,12,Female,109,0
1983,12,Female,110,0
1983,12,Female,111,0
1983,12,Female,112,0
1983,12,Female,113,0
1983,12,Female,114,0
1983,12,Female,115,0
1983,12,Female,116,0
1983,12,Female,117,0
1983,12,Female,118,0
1983,12,Female,119,0
1983,12,Female,120,0
1983,12,Female,121,0
1983,12,Female,122,0
1983,12,Female,123,0
1983,12,Female,124,0
1983,12,Female,125,0
1983,12,Female,11,0
1983,12,Male,12,0
1983,12,Male,13,0
1983,12,Male,14,0
1983,12,Male,15,0
1983,12,Male,16,0
1983,12,Male,17,0
1983,12,Male,18,0.1
1983,12,Male,19,0
1983,12,Male,20,0
1983,12,Male,21,0
1983,12,Male,22,0
1983,12,Male,23,0.2
1983,12,Male,24,0.3
1983,12,Male,25,0.7
1983,12,Male,26,1.9
1983,12,Male,27,4.1
1983,12,Male,28,7.4
1983,12,Male,29,11.5
1983,12,Male,30,20.7
1983,12,Male,31,24.7
1983,12,Male,32,31.8
1983,12,Male,33,39.5
1983,12,Male,34,46.7
1983,12,Male,35,55.5
1983,12,Male,36,54.3
1983,12,Male,37,54.2
1983,12,Male,38,58.3
1983,12,Male,39,50.4
1983,12,Male,40,54.4
1983,12,Male,41,47
1983,12,Male,42,47.5
1983,12,Male,43,41.3
1983,12,Male,44,37.8
1983,12,Male,45,36
1983,12,Male,46,34.7
1983,12,Male,47,27.4
1983,12,Male,48,25.9
1983,12,Male,49,25.3
1983,12,Male,50,21.4
1983,12,Male,51,17.7
1983,12,Male,52,16.5
1983,12,Male,53,13.7
1983,12,Male,54,11.1
1983,12,Male,55,10.5
1983,12,Male,56,8.8
1983,12,Male,57,8.9
1983,12,Male,58,6.3
1983,12,Male,59,5.6
1983,12,Male,60,6.2
1983,12,Male,61,4.5
1983,12,Male,62,3.3
1983,12,Male,63,3.6
1983,12,Male,64,3
1983,12,Male,65,2.5
1983,12,Male,66,2.6
1983,12,Male,67,2.3
1983,12,Male,68,1.9
1983,12,Male,69,1.5
1983,12,Male,70,0.9
1983,12,Male,71,1.2
1983,12,Male,72,0.7
1983,12,Male,73,0.9
1983,12,Male,74,0.7
1983,12,Male,75,0.7
1983,12,Male,76,0.3
1983,12,Male,77,0.4
1983,12,Male,78,0.7
1983,12,Male,79,0.4
1983,12,Male,80,0.3
1983,12,Male,81,0.1
1983,12,Male,82,0.1
1983,12,Male,83,0.1
1983,12,Male,84,0.1
1983,12,Male,85,0.2
1983,12,Male,86,0.1
1983,12,Male,87,0.2
1983,12,Male,88,0
1983,12,Male,89,0.1
1983,12,Male,90,0
1983,12,Male,91,0.1
1983,12,Male,92,0
1983,12,Male,93,0.1
1983,12,Male,94,0
1983,12,Male,95,0
1983,12,Male,96,0
1983,12,Male,97,0
1983,12,Male,98,0
1983,12,Male,99,0
1983,12,Male,100,0
1983,12,Male,101,0
1983,12,Male,102,0
1983,12,Male,103,0
1983,12,Male,104,0
1983,12,Male,105,0
1983,12,Male,106,0
1983,12,Male,107,0
1983,12,Male,108,0
1983,12,Male,109,0
1983,12,Male,110,0
1983,12,Male,111,0
1983,12,Male,112,0
1983,12,Male,113,0
1983,12,Male,114,0
1983,12,Male,115,0
1983,12,Male,116,0
1983,12,Male,117,0
1983,12,Male,118,0
1983,12,Male,119,0
1983,12,Male,120,0
1983,12,Male,121,0
1983,12,Male,122,0
1983,12,Male,123,0
1983,12,Male,124,0
1983,12,Male,125,0
1983,12,Male,11,0
1983,13,Female,12,0
1983,13,Female,13,0
1983,13,Female,14,0
1983,13,Female,15,0
1983,13,Female,16,0
1983,13,Female,17,0
1983,13,Female,18,0
1983,13,Female,19,0
1983,13,Female,20,0
1983,13,Female,21,0.1
1983,13,Female,22,0
1983,13,Female,23,0
1983,13,Female,24,0
1983,13,Female,25,0
1983,13,Female,26,0.2
1983,13,Female,27,0.5
1983,13,Female,28,0.4
1983,13,Female,29,1.1
1983,13,Female,30,2
1983,13,Female,31,2.8
1983,13,Female,32,4
1983,13,Female,33,6.2
1983,13,Female,34,8.6
1983,13,Female,35,12.9
1983,13,Female,36,15.7
1983,13,Female,37,24
1983,13,Female,38,28.2
1983,13,Female,39,34.8
1983,13,Female,40,43.5
1983,13,Female,41,50.3
1983,13,Female,42,52.4
1983,13,Female,43,59.1
1983,13,Female,44,58.9
1983,13,Female,45,67.1
1983,13,Female,46,60.4
1983,13,Female,47,60.3
1983,13,Female,48,57.6
1983,13,Female,49,50.1
1983,13,Female,50,49.1
1983,13,Female,51,39.7
1983,13,Female,52,34.6
1983,13,Female,53,31.8
1983,13,Female,54,25.1
1983,13,Female,55,21.9
1983,13,Female,56,16
1983,13,Female,57,14.7
1983,13,Female,58,11.3
1983,13,Female,59,11.1
1983,13,Female,60,7.5
1983,13,Female,61,5.7
1983,13,Female,62,4.6
1983,13,Female,63,4.8
1983,13,Female,64,3.3
1983,13,Female,65,2.7
1983,13,Female,66,2.3
1983,13,Female,67,1.8
1983,13,Female,68,1.4
1983,13,Female,69,1.2
1983,13,Female,70,1.1
1983,13,Female,71,1
1983,13,Female,72,0.4
1983,13,Female,73,0.7
1983,13,Female,74,0.8
1983,13,Female,75,0.7
1983,13,Female,76,0.3
1983,13,Female,77,0.4
1983,13,Female,78,0.4
1983,13,Female,79,0.4
1983,13,Female,80,0.5
1983,13,Female,81,0.2
1983,13,Female,82,0.1
1983,13,Female,83,0.1
1983,13,Female,84,0.1
1983,13,Female,85,0.3
1983,13,Female,86,0.1
1983,13,Female,87,0
1983,13,Female,88,0.1
1983,13,Female,89,0
1983,13,Female,90,0.2
1983,13,Female,91,0.1
1983,13,Female,92,0
1983,13,Female,93,0
1983,13,Female,94,0
1983,13,Female,95,0
1983,13,Female,96,0
1983,13,Female,97,0.1
1983,13,Female,98,0
1983,13,Female,99,0
1983,13,Female,100,0.1
1983,13,Female,101,0
1983,13,Female,102,0
1983,13,Female,103,0
1983,13,Female,104,0
1983,13,Female,105,0
1983,13,Female,106,0
1983,13,Female,107,0
1983,13,Female,108,0
1983,13,Female,109,0
1983,13,Female,110,0
1983,13,Female,111,0
1983,13,Female,112,0
1983,13,Female,113,0
1983,13,Female,114,0
1983,13,Female,115,0
1983,13,Female,116,0
1983,13,Female,117,0
1983,13,Female,118,0
1983,13,Female,119,0
1983,13,Female,120,0
1983,13,Female,121,0
1983,13,Female,122,0
1983,13,Female,123,0
1983,13,Female,124,0
1983,13,Female,125,0
1983,13,Female,11,0
1983,13,Male,12,0
1983,13,Male,13,0
1983,13,Male,14,0
1983,13,Male,15,0
1983,13,Male,16,0
1983,13,Male,17,0
1983,13,Male,18,0
1983,13,Male,19,0
1983,13,Male,20,0
1983,13,Male,21,0
1983,13,Male,22,0
1983,13,Male,23,0
1983,13,Male,24,0.1
1983,13,Male,25,0.2
1983,13,Male,26,0.4
1983,13,Male,27,0.4
1983,13,Male,28,1.7
1983,13,Male,29,2.4
1983,13,Male,30,4
1983,13,Male,31,5.9
1983,13,Male,32,9.1
1983,13,Male,33,13.3
1983,13,Male,34,15.3
1983,13,Male,35,20.8
1983,13,Male,36,24
1983,13,Male,37,27.4
1983,13,Male,38,31.5
1983,13,Male,39,35.3
1983,13,Male,40,41.7
1983,13,Male,41,41
1983,13,Male,42,44.9
1983,13,Male,43,46.8
1983,13,Male,44,45.9
1983,13,Male,45,50
1983,13,Male,46,47.6
1983,13,Male,47,46.5
1983,13,Male,48,47.7
1983,13,Male,49,43.4
1983,13,Male,50,41
1983,13,Male,51,36.1
1983,13,Male,52,35.8
1983,13,Male,53,28.7
1983,13,Male,54,27.8
1983,13,Male,55,25.1
1983,13,Male,56,20.2
1983,13,Male,57,18.9
1983,13,Male,58,17.1
1983,13,Male,59,13.6
1983,13,Male,60,11.4
1983,13,Male,61,10.9
1983,13,Male,62,8.4
1983,13,Male,63,8.2
1983,13,Male,64,6.5
1983,13,Male,65,4.7
1983,13,Male,66,4.9
1983,13,Male,67,3.7
1983,13,Male,68,3.8
1983,13,Male,69,4.1
1983,13,Male,70,2.7
1983,13,Male,71,1.8
1983,13,Male,72,2.6
1983,13,Male,73,2
1983,13,Male,74,1.7
1983,13,Male,75,1.5
1983,13,Male,76,1
1983,13,Male,77,1.3
1983,13,Male,78,0.9
1983,13,Male,79,0.8
1983,13,Male,80,0.8
1983,13,Male,81,0.4
1983,13,Male,82,0.6
1983,13,Male,83,0.2
1983,13,Male,84,0.4
1983,13,Male,85,0.4
1983,13,Male,86,0.3
1983,13,Male,87,0.2
1983,13,Male,88,0.2
1983,13,Male,89,0.1
1983,13,Male,90,0.1
1983,13,Male,91,0.4
1983,13,Male,92,0.3
1983,13,Male,93,0.2
1983,13,Male,94,0.2
1983,13,Male,95,0.4
1983,13,Male,96,0
1983,13,Male,97,0.2
1983,13,Male,98,0
1983,13,Male,99,0.1
1983,13,Male,100,0.2
1983,13,Male,101,0
1983,13,Male,102,0
1983,13,Male,103,0
1983,13,Male,104,0
1983,13,Male,105,0
1983,13,Male,106,0
1983,13,Male,107,0
1983,13,Male,108,0
1983,13,Male,109,0
1983,13,Male,110,0
1983,13,Male,111,0
1983,13,Male,112,0
1983,13,Male,113,0
1983,13,Male,114,0
1983,13,Male,115,0
1983,13,Male,116,0
1983,13,Male,117,0
1983,13,Male,118,0
1983,13,Male,119,0
1983,13,Male,120,0
1983,13,Male,121,0
1983,13,Male,122,0
1983,13,Male,123,0
1983,13,Male,124,0
1983,13,Male,125,0
1983,13,Male,11,0
1983,14,Female,12,0
1983,14,Female,13,0
1983,14,Female,14,0
1983,14,Female,15,0
1983,14,Female,16,0
1983,14,Female,17,0
1983,14,Female,18,0
1983,14,Female,19,0
1983,14,Female,20,0
1983,14,Female,21,0
1983,14,Female,22,0
1983,14,Female,23,0
1983,14,Female,24,0
1983,14,Female,25,0
1983,14,Female,26,0
1983,14,Female,27,0.1
1983,14,Female,28,0.2
1983,14,Female,29,0.1
1983,14,Female,30,0.4
1983,14,Female,31,0.2
1983,14,Female,32,0.6
1983,14,Female,33,1.6
1983,14,Female,34,1.8
1983,14,Female,35,2.8
1983,14,Female,36,4.4
1983,14,Female,37,7.21
1983,14,Female,38,11.3
1983,14,Female,39,15.4
1983,14,Female,40,22.3
1983,14,Female,41,29.1
1983,14,Female,42,37.1
1983,14,Female,43,42.5
1983,14,Female,44,50.8
1983,14,Female,45,61.7
1983,14,Female,46,63.6
1983,14,Female,47,60
1983,14,Female,48,67.8
1983,14,Female,49,61.6
1983,14,Female,50,67.7
1983,14,Female,51,55.8
1983,14,Female,52,54.5
1983,14,Female,53,46.3
1983,14,Female,54,41.9
1983,14,Female,55,37.9
1983,14,Female,56,26.9
1983,14,Female,57,22.4
1983,14,Female,58,20.4
1983,14,Female,59,14.8
1983,14,Female,60,12.8
1983,14,Female,61,8.6
1983,14,Female,62,8.5
1983,14,Female,63,5.5
1983,14,Female,64,5.6
1983,14,Female,65,5.1
1983,14,Female,66,3.6
1983,14,Female,67,3
1983,14,Female,68,3.2
1983,14,Female,69,1.8
1983,14,Female,70,1.7
1983,14,Female,71,1.3
1983,14,Female,72,1.4
1983,14,Female,73,0.7
1983,14,Female,74,0.7
1983,14,Female,75,0.4
1983,14,Female,76,0.9
1983,14,Female,77,0.4
1983,14,Female,78,0.4
1983,14,Female,79,0.5
1983,14,Female,80,0.3
1983,14,Female,81,0.2
1983,14,Female,82,0.5
1983,14,Female,83,0.4
1983,14,Female,84,0.1
1983,14,Female,85,0.2
1983,14,Female,86,0.1
1983,14,Female,87,0
1983,14,Female,88,0.2
1983,14,Female,89,0.1
1983,14,Female,90,0
1983,14,Female,91,0
1983,14,Female,92,0
1983,14,Female,93,0
1983,14,Female,94,0
1983,14,Female,95,0.1
1983,14,Female,96,0
1983,14,Female,97,0
1983,14,Female,98,0
1983,14,Female,99,0
1983,14,Female,100,0.1
1983,14,Female,101,0
1983,14,Female,102,0
1983,14,Female,103,0
1983,14,Female,104,0
1983,14,Female,105,0
1983,14,Female,106,0
1983,14,Female,107,0
1983,14,Female,108,0
1983,14,Female,109,0
1983,14,Female,110,0
1983,14,Female,111,0
1983,14,Female,112,0
1983,14,Female,113,0
1983,14,Female,114,0
1983,14,Female,115,0
1983,14,Female,116,0
1983,14,Female,117,0
1983,14,Female,118,0
1983,14,Female,119,0
1983,14,Female,120,0
1983,14,Female,121,0
1983,14,Female,122,0
1983,14,Female,123,0
1983,14,Female,124,0
1983,14,Female,125,0
1983,14,Female,11,0
1983,14,Male,12,0
1983,14,Male,13,0
1983,14,Male,14,0
1983,14,Male,15,0
1983,14,Male,16,0
1983,14,Male,17,0
1983,14,Male,18,0
1983,14,Male,19,0
1983,14,Male,20,0
1983,14,Male,21,0
1983,14,Male,22,0
1983,14,Male,23,0
1983,14,Male,24,0
1983,14,Male,25,0.1
1983,14,Male,26,0
1983,14,Male,27,0.2
1983,14,Male,28,0.3
1983,14,Male,29,0.4
1983,14,Male,30,0.7
1983,14,Male,31,0.7
1983,14,Male,32,1.2
1983,14,Male,33,1.7
1983,14,Male,34,3.4
1983,14,Male,35,4.3
1983,14,Male,36,5.7
1983,14,Male,37,8.3
1983,14,Male,38,11
1983,14,Male,39,10.5
1983,14,Male,40,15.6
1983,14,Male,41,17.9
1983,14,Male,42,20.8
1983,14,Male,43,25.2
1983,14,Male,44,29.9
1983,14,Male,45,38.3
1983,14,Male,46,38.3
