,Year,Age,Sex,Mean,SD,M3,M4
53,1985,5,Male,19.1,2.48,1.13765033400015,6.97725687087088
54,1985,5,Female,18.7,2.45,1.01457484952029,5.96720766053596
55,1985,6,Male,21.2,3.04,1.5106796233437,8.72837328081227
56,1985,6,Female,20.7,2.97,1.23021819197856,6.50185831670401
57,1985,7,Male,23.7,3.67,1.86317812390001,11.2701771862126
58,1985,7,Female,23.2,3.55,1.35725035888466,7.15328696455435
59,1985,8,Male,26.5,4.42,1.65745822517746,8.08045940296034
60,1985,8,Female,26,4.31,1.28407665064681,5.96450012231365
61,1985,9,Male,29.5,5.25,1.64589332407032,8.66260956853634
62,1985,9,Female,29.2,5.21,1.28554183070032,5.74939067875953
63,1985,10,Male,32.8,6.25,1.44331458488894,6.21860694916899
64,1985,10,Female,33.1,6.35,1.15835933867523,5.42405298310239
65,1985,11,Male,36.5,7.33,1.33023039893506,5.87061950767573
66,1985,11,Female,37.8,7.2,0.888937621972065,4.73958067249063
67,1985,12,Male,41.8,8.42,1.04765710833906,4.90855891745288
68,1985,12,Female,42.9,7.55,0.791443909267263,4.62197333891054
69,1985,13,Male,47.4,9.08,0.895568657815258,4.67554672935394
70,1985,13,Female,46.8,7.29,0.820270722041588,5.12637933304882
71,1985,14,Male,53,9.28,1.02416325458652,5.66015305469162
72,1985,14,Female,49.8,6.99,0.924785931071438,5.55568518861374
73,1985,15,Male,57.9,9.49,1.12881787812699,5.55137239351335
74,1985,15,Female,51.9,7.23,0.979077896047306,5.34870306751047
75,1985,16,Male,60,9.08,1.29210543586353,6.4160315127987
76,1985,16,Female,52.7,6.89,0.887055724985491,4.99396128542852
77,1985,17,Male,61.5,8.79,1.2252372904042,6.19210000992372
78,1985,17,Female,52.8,6.71,0.997797747985305,5.86016504032797
79,1986,5,Male,19.2,2.57,1.39853611118651,8.33008017940935
80,1986,5,Female,18.8,2.48,1.11182137040968,6.71861242762386
81,1986,6,Male,21.2,3.08,1.50499560441365,8.24308401543597
82,1986,6,Female,20.8,3.04,1.42447857687516,8.49668001091762
83,1986,7,Male,23.8,3.77,1.7286276377857,9.22117709037014
84,1986,7,Female,23.3,3.67,1.58237754170903,9.12042631577181
85,1986,8,Male,26.7,4.58,1.70261733772854,8.5131928794588
86,1986,8,Female,26.2,4.4,1.33236126342091,6.05749488395561
87,1986,9,Male,29.7,5.52,1.76425038857501,8.84660930673798
88,1986,9,Female,29.4,5.26,1.15799791442292,5.11481917200582
89,1986,10,Male,33.1,6.44,1.54303204748669,6.80186359857616
90,1986,10,Female,33.3,6.29,1.07586657199942,4.8714224490258
91,1986,11,Male,37,7.53,1.27268641611751,5.77697509738798
92,1986,11,Female,38.2,7.3,0.863016277759916,4.34264765864591
93,1986,12,Male,42.2,8.73,1.20121649614359,5.84125819502172
94,1986,12,Female,43.4,7.73,0.861781490156042,5.01899412846769
95,1986,13,Male,47.7,9.2,0.911213799618399,4.84886087343159
96,1986,13,Female,47.1,7.36,0.903714874583294,5.58040238084928
97,1986,14,Male,53.3,9.52,1.07318700322678,5.82490630502056
98,1986,14,Female,50,7,0.952080176668936,5.75098901421659
99,1986,15,Male,58.3,9.65,1.17819058052993,5.61458486338677
100,1986,15,Female,52.1,7.44,1.08441635862629,5.78255686143211
101,1986,16,Male,60.4,9.08,1.21683529487112,5.95005346144569
102,1986,16,Female,52.8,6.98,1.09139793448055,6.20394209206471
103,1986,17,Male,61.8,8.98,1.26007867514502,6.22614508800525
104,1986,17,Female,52.8,6.65,0.905309158782898,5.19974388235756
105,1987,5,Male,19.2,2.56,1.41612297995339,9.53118720892758
106,1987,5,Female,18.9,2.5,1.12161567561185,6.77671383044253
107,1987,6,Male,21.3,3.17,1.48175691524492,7.90987238576966
108,1987,6,Female,20.9,3.1,1.28389318655924,6.56408497550137
109,1987,7,Male,23.9,3.72,1.55197470431611,7.96132304465597
110,1987,7,Female,23.3,3.68,1.51515734113244,8.19464866499615
111,1987,8,Male,26.8,4.66,1.72368967396526,8.76766068541356
112,1987,8,Female,26.3,4.55,1.37809157190631,6.75807481018554
113,1987,9,Male,29.9,5.54,1.52246365917392,6.79402297476427
114,1987,9,Female,29.5,5.4,1.25011060043598,5.52918952786039
115,1987,10,Male,33.4,6.63,1.47349141688266,6.37648858098191
116,1987,10,Female,33.6,6.54,1.08748924477462,4.8909389969947
117,1987,11,Male,37.2,7.61,1.30949768381265,5.75729392100915
118,1987,11,Female,38.3,7.39,0.870917906803184,4.582083544009
119,1987,12,Male,42.6,8.73,1.08895856273534,5.11454235378838
120,1987,12,Female,43.5,7.74,0.820736214342824,4.63920461186598
121,1987,13,Male,48,9.39,0.95039526325028,4.85916271111043
122,1987,13,Female,47.1,7.31,0.813373030853723,4.76717203230824
123,1987,14,Male,53.4,9.3,1.01451852653316,5.62837877983925
124,1987,14,Female,49.8,7.07,0.924139268406537,5.54354814496033
125,1987,15,Male,58.4,9.88,1.19618366383057,5.61753115503922
126,1987,15,Female,52.1,7.24,1.17647126412192,6.70280253615738
127,1987,16,Male,60.3,9.28,1.27634569511332,6.13446078051862
128,1987,16,Female,52.7,6.89,0.989991415712632,5.54207870653301
129,1987,17,Male,61.8,9.19,1.31707888324739,6.33307011602226
130,1987,17,Female,52.8,6.81,1.00686209609113,5.51861504519604
131,1988,5,Male,19.2,2.57,1.39809676301652,8.55792615242123
132,1988,5,Female,18.9,2.57,1.20407252057006,7.08868989739976
133,1988,6,Male,21.4,3.29,1.80051523355638,10.3371124973628
134,1988,6,Female,20.9,3.18,1.35636798635771,7.08832964401899
135,1988,7,Male,23.9,3.81,1.60323443417419,8.45134825313618
136,1988,7,Female,23.3,3.69,1.34816080483955,6.71016490797214
137,1988,8,Male,26.9,4.74,1.5819866132387,7.67430418270164
138,1988,8,Female,26.3,4.45,1.24392727025615,5.74724634246551
139,1988,9,Male,30,5.58,1.59214066900905,7.25997712696901
140,1988,9,Female,29.6,5.39,1.29101344105952,6.05553080034074
141,1988,10,Male,33.5,6.67,1.46791505702632,6.53928834005627
142,1988,10,Female,33.6,6.57,1.07206038322706,4.83428285791893
143,1988,11,Male,37.4,7.82,1.30329715924916,5.57431156506104
144,1988,11,Female,38.5,7.45,0.857314730696896,4.2511808344892
145,1988,12,Male,42.9,9.06,1.10716112398638,5.25595375388267
146,1988,12,Female,43.6,7.78,0.844787771696447,5.13540276361696
